household_key,department_total,commodity_total,commodity_sub_total,quantity_average,quantity_min,quantity_max,sales_total,sales_min_item,sales_max_item,coupon_total,coupon_average_item,coupon_min_item,coupon_max_item,num_national,num_products,national_brand_percent,PAlive,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,clv,cluster
1014,19,184,521,40.28716417910448,0,13458,4199.76,0,35,-673.28,-0.4019582089552239,-4.99,0,1011,1675,0.6035820895522388,0.9986986284145724,45-54,A,15-24K,Unknown,2 Adults Kids,4,2,3679.717856295561,1
1015,15,115,225,11.927007299270073,0,11607,3807.7200000000003,0,29.99,-757.93,-0.4610279805352798,-50,0,725,1644,0.44099756690997566,0.9999320951407348,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,3744.959318218939,1
1016,12,155,310,24.63777490297542,0,18058,3089.84,0,36.1,-311.36,-0.40279430789133247,-10.65,0,625,773,0.8085381630012937,0.9814071668968218,NA,NA,NA,NA,NA,NA,NA,1070.0399781791177,3
1017,13,147,332,1.293691080493111,0,11,3436.26,0,26.99,-594.46,-0.43108049311095,-13,0,1158,1379,0.8397389412617839,0.9989994707023601,NA,NA,NA,NA,NA,NA,NA,3093.097690490743,4
1018,15,118,227,62.834162520729684,0,10029,2138.59,0,39.99,-316.13,-0.5242620232172471,-40,0,460,603,0.7628524046434494,0.9996091940548056,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2037.9780380288269,1
1019,11,109,209,1.2829373650107991,0,12,1553.56,0,29.99,-263.37,-0.5688336933045356,-19.82,0,345,463,0.7451403887688985,0.9993697626694349,NA,NA,NA,NA,NA,NA,NA,1447.1257524840826,4
1020,19,191,510,13.31869130566495,0,14431,9561.460000000001,0,49.98,-1455.56,-0.4409451681308694,-13.97,0,2462,3301,0.7458345955770979,1.0000000000000853,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,9467.72019615915,3
1021,10,128,236,1.2478632478632479,0,6,2086.12,0,24.99,-266.17,-0.37915954415954417,-8.76,0,489,702,0.6965811965811965,0.99976040639619,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2017.3338152489293,4
1022,11,54,75,1.178294573643411,0,3,263.27,0,7.99,-58.1,-0.4503875968992248,-3.99,0,89,129,0.689922480620155,0.3820919172833638,NA,NA,NA,NA,NA,NA,NA,4.151705141949442,4
1023,23,193,587,1017.469225528049,0,25175,38319.79,0,247.47,-2226.46,-0.5056688621394504,-21.43,0,3904,4403,0.8866681807858279,0.9999127459865271,NA,NA,NA,NA,NA,NA,NA,37615.89202932164,2
1024,16,169,442,44.916157916157914,0,16927,9448.75,0,104.97,-2102.03,-0.8555270655270655,-40.35,0,1737,2457,0.706959706959707,0.9996223077113535,25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,9015.602829459789,3
1025,9,115,303,1.3517844136926438,0,8,3552.13,0,24.44,-765.46,-0.5575091041514931,-17.52,0,918,1373,0.6686088856518573,0.9980291395184633,NA,NA,NA,NA,NA,NA,NA,2938.222529201934,4
1026,6,47,68,1.2065727699530517,1,5,412.54,0,10,-132.83,-0.6236150234741784,-8.36,0,120,213,0.5633802816901409,0.004076477555269627,NA,NA,NA,NA,NA,NA,NA,4.060900069254747,4
1027,10,88,161,1.4244186046511629,0,10,1064.99,0,22.93,-213.21,-0.6197965116279069,-12.95,0,255,344,0.7412790697674418,0.9999351708569136,NA,NA,NA,NA,NA,NA,NA,1047.756406568518,4
1028,6,29,33,1.3428571428571427,1,6,121.91,0.33,4.99,-16.1,-0.23,-1.8,0,64,70,0.9142857142857143,0.9375795975144323,NA,NA,NA,NA,NA,NA,NA,16.66861820405172,4
1029,19,170,403,394.46453994199845,0,21666,13785.55,0,55.91,-1400.27,-0.36917215924070657,-35.99,0,3148,3793,0.8299499077247561,0.9996433582808903,NA,NA,NA,NA,NA,NA,NA,13180.331925388944,2
1030,11,98,160,1.371875,1,10,1260.29,0.2,25,-115.25,-0.36015625,-5.5,0,269,320,0.840625,0.9883112998764654,NA,NA,NA,NA,NA,NA,NA,575.3845129391265,4
1031,17,149,307,340.72840605520923,0,16995,4232.12,0,49.82,-335.5,-0.298753339269813,-5.79,0,757,1123,0.674087266251113,1.4128462144078934e-11,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,41.491372549600015,3
1032,13,134,243,26.626373626373628,1,16222,2473.76,0.27,41.84,-228.69,-0.359010989010989,-5,0,528,637,0.8288854003139717,0.45668114225806294,NA,NA,NA,NA,NA,NA,NA,44.26936506333245,3
1033,14,91,172,1.42643391521197,0,12,1366.97,0,50,-478.09,-1.1922443890274315,-13.45,0,279,401,0.6957605985037406,0.970369611627742,NA,NA,NA,NA,NA,NA,NA,341.54808694250835,4
1034,12,74,122,207.9640287769784,0,15074,840.87,0,49.99,-108.22,-0.38928057553956835,-5.6,0,203,278,0.7302158273381295,0.99834558823514985,NA,NA,NA,NA,NA,NA,NA,714.430031536897,1
1035,5,20,28,1.6285714285714286,1,8,183.04,0.36,22.26,-11.79,-0.33685714285714285,-10,0,30,35,0.8571428571428571,0.8854060439330012,NA,NA,NA,NA,NA,NA,NA,14.546892635676157,4
1036,10,81,140,1.213235294117647,0,6,1231.17,0,18.99,-146.73,-0.35963235294117646,-8,0,383,408,0.9387254901960784,0.9870876120623263,NA,NA,NA,NA,NA,NA,NA,532.0701225898189,4
1037,7,48,68,3.1193181818181817,1,41,1076.69,0.33,36.49,-87.08,-0.49477272727272725,-7.35,0,137,176,0.7784090909090909,0.9999999999999716,NA,NA,NA,NA,NA,NA,NA,1066.1342156832436,4
1038,11,126,248,1.181151832460733,0,11,1602,0,16.71,-323.8,-0.33905759162303667,-5.46,0,465,955,0.4869109947643979,0.9959605871760376,55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1129.8863688512552,4
1039,14,136,350,1.1489645958583834,0,6,5168.38,0,35.99,-633.3,-0.4230460921843687,-7.47,0,1297,1497,0.8663994655978624,0.999853821679544,NA,NA,NA,NA,NA,NA,NA,5043.977590582209,4
1040,15,142,278,1.070791819611956,0,4,5664.74,0,26.19,-855.29,-0.4485002621919245,-5.9,0,1559,1907,0.8175144205558469,0.9999254361254414,25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,5567.688490713028,4
1041,15,170,442,1.3320867614061331,0,20,7156.7,0,29.94,-1096.19,-0.409943904263276,-12,0.01,1815,2674,0.6787584143605087,1.0000000000000568,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,7086.53627455008,4
1042,18,173,456,55.932474629195944,0,10981,5284.12,0,35.99,-1284.27,-0.5012763466042155,-13.68,0,1439,2562,0.5616705698672911,0.9992249479689932,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4855.9532584195595,1
1043,8,74,128,1.9325842696629214,1,10,988.73,0.4,18.81,-403.17,-1.1325,-18.33,0,202,356,0.5674157303370787,0.9946662883791308,NA,NA,NA,NA,NA,NA,NA,638.4863579245767,4
1044,8,65,93,43.435754189944134,1,7516,423.51,0.2,15.02,-103.84,-0.5801117318435755,-5.3,0,126,179,0.7039106145251397,0.999660477538561,NA,NA,NA,NA,NA,NA,NA,405.58733997673147,1
1045,17,164,400,313.85796766743647,0,17586,4893.11,0,50.1,-818.63,-0.4726501154734411,-12.74,0,1126,1732,0.6501154734411085,0.9999244045963783,25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,4808.78612056191,3
1046,18,156,343,141.94426751592357,0,17809,4314.95,0,47.23,-486.46,-0.38730891719745225,-12.52,0,1057,1256,0.8415605095541401,0.9915782752835947,NA,NA,NA,NA,NA,NA,NA,2319.3520880390056,3
1047,9,99,176,1.2443324937027709,0,6,1052.94,0,40,-210.49,-0.5302015113350126,-8.5,0,265,397,0.6675062972292192,0.9994364430798874,NA,NA,NA,NA,NA,NA,NA,986.99431139376,4
1048,14,116,208,338.53728489483746,0,22777,1934.45,0,53.5,-244.3,-0.46711281070745697,-13.99,0,419,523,0.8011472275334608,0.2301241922983045,NA,NA,NA,NA,NA,NA,NA,24.561408175572573,3
1049,10,84,151,1.2182890855457227,0,6,698.06,0,18,-187.60999999999999,-0.5534218289085545,-9.95,0,248,339,0.7315634218289085,0.9995185651108524,NA,NA,NA,NA,NA,NA,NA,659.467221635351,4
1050,13,137,359,475.57113259668506,0,20721,5134.89,0,58.88,-654.64,-0.45209944751381215,-18.78,0,970,1448,0.669889502762431,0.9998445658465677,NA,NA,NA,NA,NA,NA,NA,5006.726314559374,3
1051,13,131,267,32.52125,0,13235,2275.67,0,25.5,-321.85,-0.4023125,-6.98,0,629,800,0.78625,0.9984753675683312,NA,NA,NA,NA,NA,NA,NA,1955.2549924385141,1
1052,7,48,74,1.101010101010101,1,3,231.66,0.34,11.98,-32.05,-0.3237373737373737,-3,0,79,99,0.797979797979798,0.016892335972847856,NA,NA,NA,NA,NA,NA,NA,2.309808209506881,4
1053,17,118,236,25.57834757834758,0,17278,4616.42,0,44.64,-502.57,-0.35795584045584045,-22.17,0,1232,1404,0.8774928774928775,0.9996419393117992,55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,4413.143654969433,3
1054,10,102,175,1.1101694915254237,1,8,1035.19,0.3,21.99,-172.05,-0.4860169491525424,-6.33,0,288,354,0.8135593220338984,0.9968241336811464,NA,NA,NA,NA,NA,NA,NA,777.9686387411373,4
1055,11,82,138,16.945179584120982,0,8315,1204.41,0,21.36,-236.69,-0.4474291115311909,-4.99,0,253,529,0.4782608695652174,0.9977636519035816,NA,NA,NA,NA,NA,NA,NA,974.6388787130109,1
1056,15,128,283,1.434844192634561,0,10,4871.09,0,21.98,-796.66,-0.5642067988668555,-8.17,0,1049,1412,0.7429178470254958,0.999192360927272,NA,NA,NA,NA,NA,NA,NA,4462.893498967311,4
1057,14,101,212,1.7574893009985735,0,29,8219.34,0,77.94,-779.11,-0.3704755111745126,-7.87,0,1685,2103,0.8012363290537328,0.9999279221072247,35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,8080.515581727222,4
1058,17,139,291,21.173493975903614,0,6759,3280.18,0,29.69,-567.56,-0.4558714859437751,-8.49,0,865,1245,0.6947791164658634,1,NA,NA,NA,NA,NA,NA,NA,3248.0213725490166,1
1059,6,26,29,1.0285714285714285,1,2,72.91,0.48,5.48,-11.52,-0.3291428571428571,-2,0,24,35,0.6857142857142857,0.9817156690579932,NA,NA,NA,NA,NA,NA,NA,25.524802487447175,4
1060,11,133,272,7.1058705469142,0,9535,6096.93,0,46.99,-901.9,-0.45253386853988964,-8.96,0,1738,1993,0.8720521826392373,0.9788328851315252,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1937.0276016716286,1
1061,15,148,340,75.51752021563343,0,16455,6211.67,0,33.06,-1507.62,-0.812733153638814,-43.08,0,1247,1855,0.6722371967654986,0.9998478464948035,NA,NA,NA,NA,NA,NA,NA,6058.587738415759,3
1062,9,97,182,1.1766200762388819,0,6,1495.76,0,12,-338.05,-0.4295425667090216,-8.76,0,440,787,0.5590851334180432,1.0000000000001492,65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1481.0956862966086,4
1063,10,90,149,2.175438596491228,0,10,1327.48,0,15.3,-503.6,-1.262155388471178,-9.99,0,259,399,0.6491228070175439,0.3900048067514206,NA,NA,NA,NA,NA,NA,NA,21.201220662836008,4
1064,15,143,347,1.1100987091875474,0,5,3074.68,0,299.99,-866.54,-0.6579650721336371,-13.99,0,1013,1317,0.7691723614274867,0.9997849494592068,NA,NA,NA,NA,NA,NA,NA,2980.441522313766,4
1065,12,132,352,1.4532019704433496,0,12,5167.16,0,43.98,-1114.45,-0.686237684729064,-18.09,0,1264,1624,0.7783251231527094,0.9995315502161858,NA,NA,NA,NA,NA,NA,NA,4887.544645376548,4
1066,14,124,262,1.3346031746031746,0,8,3114.34,0,12.99,-698.84,-0.4437079365079365,-12.99,0,1064,1575,0.6755555555555556,0.9996605644142189,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2982.568273980879,4
1067,19,161,394,66.83074407195421,0,16609,3741.92,0,47.82,-733.82,-0.6000163532297629,-19.98,0,738,1223,0.6034341782502044,0.9991527585712178,NA,NA,NA,NA,NA,NA,NA,3415.8311439186696,3
1068,11,111,214,4.608996539792387,0,1956,1321.85,0,27.48,-317.25,-0.5488754325259515,-24,0,363,578,0.6280276816608996,0.9986228112255082,NA,NA,NA,NA,NA,NA,NA,1150.4517611671406,4
1069,11,121,216,1.7472256473489518,0,20,3433.27,0,37.57,-684.26,-0.8437237977805179,-28.76,0,571,811,0.7040690505548706,0.9917614561311893,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1863.9703446993176,4
1070,16,168,413,360.52989821882954,0,19466,5187.13,0,53,-770.18,-0.48993638676844786,-9.99,0,1146,1572,0.7290076335877863,0.9997356280557611,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,5003.984473883538,3
1071,16,145,338,1.232368896925859,1,7,2052.29,0.1,26.96,-355.26,-0.3212115732368897,-8.76,0,762,1106,0.6889692585895117,0.9994423639928,NA,NA,NA,NA,NA,NA,NA,1924.8338438813676,4
1072,17,137,318,4.967280163599182,0,5265,2694.8,0,19.99,-613.1899999999999,-0.4179890933878664,-20.24,0,981,1467,0.6687116564417178,0.9989678292537018,NA,NA,NA,NA,NA,NA,NA,2418.7265167666246,4
1073,16,138,309,95.2426614481409,1,11285,3014.08,0.2,30.12,-364.7,-0.35684931506849316,-6.26,0,876,1022,0.8571428571428571,0.9999294056291727,NA,NA,NA,NA,NA,NA,NA,2963.6087863136077,1
1074,16,157,406,60.839080459770116,0,20102,7769.22,0,85,-1685.93,-0.7177224350787569,-10,0,1889,2349,0.8041719880800341,0.9996044684294934,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,7400.344200095239,3
1075,10,95,162,52.63111111111111,0,9697,1469.02,0,35.99,-401.74,-0.8927555555555555,-14.26,0,297,450,0.66,0.9957481287119265,NA,NA,NA,NA,NA,NA,NA,1020.6504210815709,1
1076,14,122,214,1.2297794117647058,0,8,2241.01,0,41.56,-254.12,-0.46713235294117644,-8.36,0,485,544,0.8915441176470589,1.0000000000000142,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2219.039313728642,4
1077,8,75,116,367.59763313609466,0,25601,1492.81,0,55.02,-211.29,-0.6251183431952663,-8.76,0,257,338,0.7603550295857988,0.9994666378527552,NA,NA,NA,NA,NA,NA,NA,1403.3264851050308,2
1078,15,170,433,444.77789098318897,0,17132,6885.69,0,50.02,-888.24,-0.45249108507386654,-14.99,0,1336,1963,0.6805909322465614,0.9999226458881073,NA,NA,NA,NA,NA,NA,NA,6765.84662957085,3
1079,10,52,82,593.1408450704225,0,13479,1001.3,0,39.8,-164.92,-0.7742723004694836,-12.95,0,162,213,0.7605633802816901,0.9730556276369736,NA,NA,NA,NA,NA,NA,NA,268.3719521854975,1
1080,8,99,199,1.5396341463414633,0,8,2206.11,0,31.96,-460.87,-0.702545731707317,-10.39,0,443,656,0.6753048780487805,0.996287443271681,NA,NA,NA,NA,NA,NA,NA,1593.0519113746764,4
1081,18,199,583,5.342342342342342,0,12018,10201.55,0,32.99,-1269.86,-0.44000693000693003,-12.14,0,2279,2886,0.7896742896742897,0.9970194392070992,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,7782.048067943428,3
1082,13,95,196,55.2722371967655,0,7071,2032.54,0,16.33,-540.1,-0.4852650494159928,-8,0,402,1113,0.3611859838274933,1.0000000000000142,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2012.6131372577602,1
1083,13,95,160,14.472440944881889,0,5003,1396.93,0,35.96,-356.16,-0.9348031496062992,-16,0,267,381,0.7007874015748031,0.9980000931318949,NA,NA,NA,NA,NA,NA,NA,1152.7044526651046,4
1084,14,120,212,1.3291713961407492,0,10,2363.16,0,29.99,-324.73,-0.36859250851305336,-4.38,0,659,881,0.7480136208853575,1.0000000000000568,25-34,U,35-49K,Unknown,2 Adults Kids,3,1,2339.9917647191814,4
1085,14,157,407,144.25177111716621,1,19718,4806,0,40.01,-858.63,-0.4679182561307902,-11.99,0,1235,1835,0.6730245231607629,0.9987172682802571,NA,NA,NA,NA,NA,NA,NA,4217.845882672116,3
1086,9,92,181,42.41379310344828,0,15456,1188.61,0,38.01,-226.69,-0.6012997347480106,-13,0,308,377,0.8169761273209549,0.9990978821031979,NA,NA,NA,NA,NA,NA,NA,1079.5672656682168,3
1087,13,146,322,192.58091286307055,0,12250,3010.2400000000002,0,30,-760.37,-0.7887655601659751,-19.4,0,561,964,0.5819502074688797,0.9777368813885825,NA,NA,NA,NA,NA,NA,NA,923.8808805303817,1
1088,8,56,103,34.24633431085044,1,9013,1439.61,0.2,20,-442.58,-0.6489442815249267,-8.36,0,614,682,0.9002932551319648,1,NA,NA,NA,NA,NA,NA,NA,1425.496176470587,1
1089,12,117,235,96.22135706340379,0,13341,2404.98,0,30,-424.49,-0.4721802002224694,-12.95,0,574,899,0.6384872080088988,0.9993091451901441,NA,NA,NA,NA,NA,NA,NA,2227.512960432755,1
1090,10,48,65,1.3258426966292134,0,5,307.87,0,35.99,-37.32,-0.4193258426966292,-6.59,0,67,89,0.7528089887640449,0.9975400241205763,NA,NA,NA,NA,NA,NA,NA,244.66473259398188,4
1091,16,144,327,599.7754763877382,0,31773,5617.4,0,87,-463.03,-0.3836205468102734,-6.3,0,958,1207,0.7937033968516984,0.5598724115191908,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,123.57224025644311,2
1092,11,72,104,15.3596214511041,0,4389,944.6899999999999,0,19.99,-178.31,-0.5624921135646688,-4.6,0,147,317,0.4637223974763407,0.999629478872505,NA,NA,NA,NA,NA,NA,NA,902.0070658293745,4
1093,10,102,167,1.2881355932203389,1,6,993.76,0.39,13.78,-206.71,-0.5839265536723164,-10.69,0,253,354,0.7146892655367232,1.000000000000007,NA,NA,NA,NA,NA,NA,NA,984.017254902659,4
1094,17,159,383,11.884615384615385,0,18526,5935.57,0,50,-1098.69,-0.6214309954751132,-13,0,1300,1768,0.7352941176470589,0.9998590966757525,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,5795.714592014414,3
1095,7,67,94,1.25,1,7,599.54,0.25,12.99,-42.37,-0.2716025641025641,-7.87,0,144,156,0.9230769230769231,0.9750833142617985,NA,NA,NA,NA,NA,NA,NA,170.02248189129637,4
1096,13,80,122,1.132295719844358,0,4,592.36,0,12.99,-76.94,-0.29937743190661475,-8.36,0,175,257,0.6809338521400778,0.9961916113409277,NA,NA,NA,NA,NA,NA,NA,424.77986642868336,4
1097,19,183,451,312.54260089686096,0,24134,8806.33,0,61.1,-1133.15,-0.6351737668161435,-18.08,0,1337,1784,0.749439461883408,0.9993042416833084,NA,NA,NA,NA,NA,NA,NA,8152.758479746426,2
1098,18,160,403,178.62803234501348,0,15839,9500.7,0,44.95,-1985.75,-0.5947139862234202,-15,0,1830,3339,0.5480682839173405,1.0000000000000817,NA,NA,NA,NA,NA,NA,NA,9407.555882429806,3
1099,9,53,90,36.60180995475113,0,5054,683.13,0,28.99,-185.45,-0.8391402714932127,-8.36,0,188,221,0.8506787330316742,0.9762830554565826,NA,NA,NA,NA,NA,NA,NA,200.6209804057952,4
1100,5,29,32,1064.2708333333333,0,29971,313.41,0,68,-10.91,-0.22729166666666667,-2,0,33,48,0.6875,0.9993947787687438,NA,NA,NA,NA,NA,NA,NA,292.6269487208211,2
1101,6,29,41,293.5,1,17124,190.78,0,38,-43.22,-0.6548484848484848,-4.6,0,42,66,0.6363636363636364,0.9936757178081751,NA,NA,NA,NA,NA,NA,NA,115.72307169361595,3
1102,15,135,312,1.1886792452830188,0,5,2263.4,0,20.98,-674.61,-0.848566037735849,-20.92,0,587,795,0.7383647798742138,0.9965199312644699,NA,NA,NA,NA,NA,NA,NA,1662.6100711299043,4
1103,16,160,354,279.43591258121677,0,12095,6104.1900000000005,0,34.58,-722.6,-0.42681630242173657,-6.99,0,1367,1693,0.8074424099232133,0.9996915114591313,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,5863.463858970945,1
1104,17,147,299,5.168014375561546,0,4490,3378.16,0,57,-452.91,-0.40692722371967655,-8.76,0,995,1113,0.8939802336028752,0.997063147071276,NA,NA,NA,NA,NA,NA,NA,2585.6680931160945,4
1105,9,68,104,98.0886075949367,1,15271,500.14,0.6,33.58,-70.99,-0.4493037974683544,-15.79,0,132,158,0.8354430379746836,0.9983602441907932,NA,NA,NA,NA,NA,NA,NA,425.469979597805,1
1106,9,67,104,1.5595854922279793,1,10,683.26,0,22.83,-139.39,-0.7222279792746114,-7.9,0,140,193,0.7253886010362695,0.999275499470993,NA,NA,NA,NA,NA,NA,NA,630.8558340028029,4
1107,8,70,114,1.7686832740213523,1,11,877.32,0.37,19.99,-223.32,-0.7947330960854092,-5.98,0,200,281,0.7117437722419929,0.9877563970885649,NA,NA,NA,NA,NA,NA,NA,390.54771252134503,4
1108,9,52,77,1.2845528455284554,0,6,292.1,0,12.99,-58.63,-0.4766666666666667,-5,0,74,123,0.6016260162601627,0.9958343975163751,NA,NA,NA,NA,NA,NA,NA,204.18211992335304,4
1109,13,130,270,1.270321361058601,0,10,3059,0,329.99,-476.67,-0.45053875236294894,-11.5,0,821,1058,0.775992438563327,0.9941306093768915,NA,NA,NA,NA,NA,NA,NA,1908.7121086494726,4
1110,13,152,313,1.4553941908713692,0,10,5508.47,0,64.94,-1757.55,-1.8231846473029045,-24,0,690,964,0.7157676348547718,0.999754886596591,NA,NA,NA,NA,NA,NA,NA,5323.96780531672,4
1111,21,188,546,1.705596107055961,0,18,18894.72,0,39.99,-2541.15,-0.3864279197080292,-35.08,0,4578,6576,0.6961678832116789,0.9994107945915055,NA,NA,NA,NA,NA,NA,NA,17668.44340563113,4
1112,11,108,181,515.0617848970252,0,17478,1889.45,0,67.49,-164.68,-0.3768421052631579,-4.57,0,317,437,0.7254004576659039,0.9892772095343453,NA,NA,NA,NA,NA,NA,NA,902.8349649594576,3
1113,14,145,329,25.582332155477033,0,11727,4391.3,0,40.45,-1122.64,-0.7933851590106007,-24.57,0,1089,1415,0.7696113074204947,0.9999281320719143,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,4317.221065906236,1
1114,8,78,150,1.2894056847545219,1,4,970.95,0,11.25,-255.54,-0.6603100775193799,-9.52,0,296,387,0.7648578811369509,0.9999357694374941,NA,NA,NA,NA,NA,NA,NA,955.2949690309462,4
1115,14,120,192,367.4364161849711,0,20100,1828.64,0,239.88,-152.58,-0.4409826589595376,-9.59,0,280,346,0.8092485549132948,0.9997921363828629,NA,NA,NA,NA,NA,NA,NA,1773.8404672872948,3
1116,12,96,213,11.119018404907976,0,5239,2779.14,0,27.92,-579.84,-0.7114601226993865,-17.130000000000003,0,524,815,0.6429447852760736,0.9983247701088298,NA,NA,NA,NA,NA,NA,NA,2357.0358400334194,4
1117,12,147,318,167.49301025163095,0,12555,3667.44,0,50,-474.74,-0.4424417520969245,-8.1,0,789,1073,0.7353215284249767,0.999930363832829,NA,NA,NA,NA,NA,NA,NA,3606.371318282275,1
1118,8,45,68,96.06015037593986,1,12569,945.89,0.56,49.95,-157.01,-1.1805263157894736,-41.92,0,94,133,0.706766917293233,0.9492251980823372,NA,NA,NA,NA,NA,NA,NA,154.11264851119896,1
1119,17,142,291,18.586719524281467,0,9726,2232.75,0,28,-654.73,-0.6488899900891972,-13.99,0,768,1009,0.7611496531219029,0.9999321825934019,NA,NA,NA,NA,NA,NA,NA,2195.9678099333833,1
1120,12,121,255,23.89837997054492,0,8995,1737.84,0,23.98,-319.96,-0.4712223858615611,-5.14,0,484,679,0.7128129602356407,0.9998572074695933,35-44,B,Under 15K,Renter,2 Adults Kids,4,2,1696.5765076850798,1
1121,9,134,308,1.2978021978021979,1,12,2486.64,0,22.52,-681.66,-0.7490769230769231,-16,0,751,910,0.8252747252747252,0.9914613356239002,NA,NA,NA,NA,NA,NA,NA,1328.1761439324337,4
1122,12,92,163,45.27348993288591,0,12455,1236.98,0,29.38,-165.4,-0.27751677852348994,-4.25,0,285,596,0.47818791946308725,5.977838484511772e-10,NA,NA,NA,NA,NA,NA,NA,12.127254909138484,1
1123,14,134,283,1.3493975903614457,0,12,3915.81,0,52.99,-626.78,-0.62929718875502,-14,0,827,996,0.8303212851405622,0.980021721611918,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1293.409733436808,4
1124,14,121,266,3.713939393939394,0,1985,1896.39,0,25.98,-467.18,-0.5662787878787878,-8.219999999999999,0,519,825,0.6290909090909091,0.9998621378027243,NA,NA,NA,NA,NA,NA,NA,1852.2622468483282,4
1125,13,101,146,25.14968152866242,0,7522,691.1,0,24.99,-109.56,-0.3489171974522293,-6,0,264,314,0.8407643312101911,1.0000000000000284,NA,NA,NA,NA,NA,NA,NA,684.324509805866,1
1126,10,108,253,1.4553349875930521,0,8,2543.36,0,19.35,-556.12,-0.6899751861042184,-13.33,0,427,806,0.5297766749379652,0.9999343627781133,NA,NA,NA,NA,NA,NA,NA,2502.002647744109,4
1127,11,115,229,1.296875,1,6,1563.53,0,33.66,-321.62,-0.6281640625,-19.99,0,382,512,0.74609375,1,NA,NA,NA,NA,NA,NA,NA,1548.2012745098025,4
1128,18,158,328,79.16355555555556,0,22134,3027,0,65.72,-419.03,-0.3724711111111111,-7.99,0,712,1125,0.6328888888888888,0.9999294689675415,25-34,U,75-99K,Unknown,2 Adults Kids,3,1,2976.3311584573325,3
1129,15,125,218,184.3421052631579,1,13646,2401.41,0,100,-337.47,-0.5550493421052631,-27.99,0,504,608,0.8289473684210527,1,NA,NA,NA,NA,NA,NA,NA,2377.8667647058805,1
1130,18,189,525,3.0921443736730363,0,3847,6563.15,0,40.83,-1701.41,-0.7224670912951168,-11.08,0,1435,2355,0.6093418259023354,1.000000000000071,55-64,U,25-34K,Renter,2 Adults Kids,3,1,6498.805392203034,4
1131,17,155,363,1.1604184829991282,0,8,3034.77,0,35.97,-640,-0.5579773321708805,-9.99,0,736,1147,0.6416739319965127,0.9999335322337143,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,2985.1755578113302,4
1132,12,118,261,1.3039591315453385,0,10,2073.62,0,18.99,-411.41,-0.5254278416347382,-9.96,0,576,783,0.735632183908046,0.9991241765274842,NA,NA,NA,NA,NA,NA,NA,1887.940161354874,4
1133,15,111,202,32.73892773892774,0,13441,1377.66,0,39.49,-243.91,-0.5685547785547785,-13.47,0,299,429,0.696969696969697,1.000000000000071,NA,NA,NA,NA,NA,NA,NA,1364.1535294214566,1
1134,18,180,436,1.317276814386641,0,8,5050.53,0,46.99,-736.75,-0.47318561335902376,-17.99,0,1263,1557,0.8111753371868978,0.9963782182394033,NA,NA,NA,NA,NA,NA,NA,3671.336898427106,4
1135,10,81,129,35.93793103448276,0,6019,748.88,0,23.98,-201.11,-0.6934827586206896,-8,0,186,290,0.6413793103448275,0.9996111688418228,45-54,U,50-74K,Unknown,Unknown,2,1,713.7838972693365,1
1136,11,118,240,1.4281481481481482,0,20,1934.11,0,32.99,-495.74,-0.7344296296296297,-19.31,0,428,675,0.6340740740740741,0.9994162694889971,NA,NA,NA,NA,NA,NA,NA,1809.52088232396,4
1137,11,66,102,36.711077844311376,0,6197,2121.89,0,19.98,-279.64,-0.418622754491018,-8,0,362,668,0.5419161676646707,0.9997456899418334,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2048.979546107474,1
