household_key,department_total,commodity_total,commodity_sub_total,quantity_average,quantity_min,quantity_max,sales_total,sales_min_item,sales_max_item,coupon_total,coupon_average_item,coupon_min_item,coupon_max_item,num_national,num_products,national_brand_percent,PAlive,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,clv,cluster
430,15,140,281,9.682814302191465,0,7437,2377.09,0,31.98,-435.87,-0.5027335640138408,-35.99,0,625,867,0.720876585928489,0.9995264410998738,NA,NA,NA,NA,NA,NA,NA,2247.3594873754514,1
431,6,54,77,1.2317880794701987,0,5,531.67,0,39.99,-129.76,-0.8593377483443708,-7.95,0,98,151,0.6490066225165563,0.9999342389222672,NA,NA,NA,NA,NA,NA,NA,523.0181254592078,4
432,16,149,303,70.77625960717336,0,21101,3486.55,0,54,-483.42,-0.4128266438941076,-13.45,0,647,1171,0.5525192143467123,0.9999999999999503,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,3452.368137237728,3
433,9,82,133,1.3070866141732282,0,6,949.82,0,23.1,-100.69,-0.26427821522309713,-4.47,0,278,381,0.7296587926509186,0.9978924839596647,NA,NA,NA,NA,NA,NA,NA,776.7968558393402,4
434,12,142,311,3.2586731588557516,0,3451,3778.75,0,39.95,-691.19,-0.4206877662811929,-7.04,0,1312,1643,0.7985392574558734,0.9997536650228481,35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,3651.7481028251623,4
435,6,56,86,4.464150943396226,0,48,1817.22,0,33,-1137.73,-4.293320754716981,-30.48,0,217,265,0.8188679245283019,1,NA,NA,NA,NA,NA,NA,NA,1799.4041176470573,4
436,12,128,276,1.2620689655172415,1,6,2318.7400000000002,0.29,22.08,-311.44,-0.42957241379310346,-10.89,0,579,725,0.7986206896551724,0.9986983848983729,NA,NA,NA,NA,NA,NA,NA,2031.5744557354521,4
437,16,169,379,129.43974871502,0,12952,5915.7300000000005,0,49.99,-1150.35,-0.656967447173044,-19.08,0,1339,1751,0.7647058823529411,0.9997800286424184,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,5731.6527044014965,3
438,17,155,323,1.2654155495978552,0,9,4456.52,0,39.98,-996.52,-0.6679088471849866,-43.3,0,1054,1492,0.7064343163538874,0.9993454916223354,35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,4141.747766327493,4
439,8,55,92,1.1358695652173914,0,3,568.21,0,11.98,-46.5,-0.25271739130434784,-4.05,0,151,184,0.8206521739130435,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,562.6393137262893,4
440,6,20,22,1.1111111111111112,1,2,83.88,0.62,13.12,-10.07,-0.37296296296296294,-4.38,0,22,27,0.8148148148148148,0.9661822073129721,NA,NA,NA,NA,NA,NA,NA,18.95523301506067,4
441,14,90,141,1.2991452991452992,0,6,2369.9,0,15.98,-289.82,-0.35387057387057386,-6.6,0,567,819,0.6923076923076923,0.9998532136361433,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2312.718137669124,4
442,15,157,324,159.8600938967136,0,14047,3094.71,0,134.69,-580.92,-0.5454647887323943,-14.97,0,805,1065,0.755868544600939,1.0000000000001137,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,3064.369705917188,1
443,13,115,231,1.644559585492228,0,15,2644.21,0,25,-750.5,-0.777720207253886,-35.81,0,606,965,0.627979274611399,1.0000000000000142,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2618.2863725527386,4
444,13,102,178,1.2542372881355932,0,6,1261.6200000000001,0,45.64,-165.29,-0.4002179176755448,-5.56,0,263,413,0.6368038740920097,0.3125843259205419,NA,NA,NA,NA,NA,NA,NA,17.912576715737224,4
445,15,137,267,1.1684981684981686,0,5,2696.5,0,19.99,-415.82,-0.5077167277167277,-17.25,0,609,819,0.7435897435897436,1.1959600074793325e-6,NA,NA,NA,NA,NA,NA,NA,26.43630581353115,4
446,8,41,49,1.0819672131147542,1,4,212.05,0.79,18.99,-8.17,-0.13393442622950819,-2.14,0,54,61,0.8852459016393442,0.9992727330387571,NA,NA,NA,NA,NA,NA,NA,195.73585629031825,4
447,13,115,189,38.80169491525424,0,11201,1670.44,0,82,-318.3,-0.5394915254237288,-7.08,0,291,590,0.49322033898305084,0.9998499595581414,NA,NA,NA,NA,NA,NA,NA,1629.6123613789437,1
448,9,55,69,140.69158878504672,1,14918,493.37,0.34,34,-53.22,-0.4973831775700935,-5,0,83,107,0.7757009345794392,0.9996342959774223,NA,NA,NA,NA,NA,NA,NA,471.2975000555704,1
449,10,78,117,232.47717842323652,1,15272,827.44,0.25,34.5,-132.32,-0.549045643153527,-11.18,0,196,241,0.8132780082987552,0.9995456547223068,NA,NA,NA,NA,NA,NA,NA,783.719899595707,3
450,13,99,158,1.122972972972973,0,6,1540.45,0,23.62,-402.23,-0.5435540540540541,-19.52,0,442,740,0.5972972972972973,0.9972382137585128,NA,NA,NA,NA,NA,NA,NA,1195.2461200618384,4
451,16,130,249,75.66226138032306,0,10059,2376.28,0,29.97,-334.28000000000003,-0.4908663729809104,-13.67,0,527,681,0.7738619676945668,0.9999999999999432,25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,2352.983137241525,1
452,10,90,163,1.3134328358208955,0,8,786.99,0,15,-356.5,-1.0641791044776119,-18.74,0,220,335,0.6567164179104478,0.9981900176090915,NA,NA,NA,NA,NA,NA,NA,659.8438388566989,4
453,11,85,129,1.5315789473684212,1,10,742.95,0.33,26.99,-82.99,-0.4367894736842105,-8.9,0,143,190,0.7526315789473684,0.9998662171445271,NA,NA,NA,NA,NA,NA,NA,725.954154497476,4
454,12,160,414,6.686836176375926,0,15871,8215.93,0,99.99,-2608.65,-0.8396041197296428,-33.96,0,1697,3107,0.5461860315416801,0.9999222084380538,55-64,U,35-49K,Unknown,Single Male,1,None/Unknown,8072.583776574526,3
455,11,90,159,1.4523809523809523,0,14,1253.4,0,16.99,-135.52,-0.4033333333333333,-3.38,0,311,336,0.9255952380952381,0.9997313412167077,NA,NA,NA,NA,NA,NA,NA,1208.640574098384,4
456,17,175,398,12.769472361809045,0,9344,6314.03,0,33.98,-922.5600000000001,-0.5794974874371859,-9.99,0,1241,1592,0.7795226130653267,0.9986964555152013,19-24,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,5531.121457969252,1
457,9,95,147,37.784974093264246,0,4928,718,0,15.98,-144.98,-0.3755958549222798,-6.58,0,211,386,0.5466321243523317,0.9968754589609855,NA,NA,NA,NA,NA,NA,NA,541.7033496259387,4
458,11,120,204,43.44579945799458,0,15301,1685.64,0,37.9,-786.34,-1.0655013550135501,-27.02,0,408,738,0.5528455284552846,0.9998446737537082,55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,1643.584929884981,3
459,9,57,83,1.1612903225806452,0,4,1194.94,0,32.83,-96.76,-0.31212903225806454,-4.69,0,265,310,0.8548387096774194,0.9993663248695379,NA,NA,NA,NA,NA,NA,NA,1112.7149244678556,4
460,12,86,152,146.0608695652174,0,8317,760.45,0,20.2,-150,-0.43478260869565216,-9,0,231,345,0.6695652173913044,0.99965218668818,65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,727.6847631016053,1
461,11,79,122,109.55629139072848,0,13162,664.8,0,35,-196.44,-0.6504635761589403,-10,0,163,302,0.5397350993377483,0.9958856244298565,NA,NA,NA,NA,NA,NA,NA,466.3914104238929,1
462,11,125,245,1.1666666666666667,1,5,1510.63,0,19.99,-271.52,-0.4665292096219931,-9.39,0,425,582,0.7302405498281787,0.9995467311567466,65+,U,100-124K,Unknown,Single Male,1,None/Unknown,1430.9589893750788,4
463,17,127,254,370.43258832011537,0,16056,5803.3,0,41.57,-1248.3,-0.9,-20.02,0,1092,1387,0.7873107426099495,1,NA,NA,NA,NA,NA,NA,NA,5746.40490196078,3
464,15,133,340,69.0850918992512,0,20783,3590.4900000000002,0,59.3,-1427.57,-0.9717971409121852,-15.64,0,886,1469,0.6031313818924439,0.9998417702541762,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,3499.910128640955,3
465,6,70,109,1.1988636363636365,0,10,382.55,0,11.99,-66.42,-0.37738636363636363,-9.12,0,94,176,0.5340909090909091,0.9983648313760535,NA,NA,NA,NA,NA,NA,NA,325.56426300888154,4
466,7,56,81,1.1440677966101696,1,4,423.32,0.1,20.5,-57.11,-0.48398305084745763,-6.17,0,83,118,0.7033898305084746,0.9949583013939304,NA,NA,NA,NA,NA,NA,NA,278.67185408995306,4
467,14,149,328,1.4389359129383312,0,13,2642.9900000000002,0,26.99,-540.02,-0.6529866989117291,-11.28,0,654,827,0.7908101571946796,0.9995146698196445,NA,NA,NA,NA,NA,NA,NA,2495.9427012002884,4
468,14,166,392,9.292291220556745,0,6128,5835.68,0,88.88,-933.69,-0.4998340471092077,-13.96,0,1130,1868,0.6049250535331906,1.0000000000001523,NA,NA,NA,NA,NA,NA,NA,5778.467451068406,1
469,20,180,498,47.87778196906827,0,12937,7748.49,0,85.98,-1302.08,-0.49116559788758957,-22.98,0,2100,2651,0.7921539041870992,0.9958575722447479,45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,5425.181973381726,3
470,13,82,157,138.8821796759941,0,8409,2305,0,29.99,-159.82,-0.23537555228276877,-4.24,0,538,679,0.792341678939617,0.99961176049627,NA,NA,NA,NA,NA,NA,NA,2197.101789927725,1
471,15,122,209,14.952,0,6798,1530.1200000000001,0,28.99,-380.85,-0.7617,-11.96,0,363,500,0.726,0.9999347941433363,NA,NA,NA,NA,NA,NA,NA,1505.303363990635,1
472,20,175,465,1.2046046915725457,0,15,8295.58,0,32.99,-1373.51,-0.5966594265855778,-13,0,1960,2302,0.8514335360556038,0.8310611617916148,NA,NA,NA,NA,NA,NA,NA,459.05354402422853,4
473,13,120,240,283.7245901639344,0,14962,3208.71,0,43.13,-683.21,-0.7466775956284153,-18.52,0,399,915,0.4360655737704918,0.999860739790949,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,3133.6132945747872,3
474,8,105,224,1.3241954707985697,0,9,2102.36,0,21.99,-592.37,-0.7060429082240762,-14.91,0,538,839,0.6412395709177592,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,2081.748627453937,4
475,11,130,241,1.1942959001782532,0,10,1525.02,0,28.49,-274.35,-0.4890374331550802,-9.99,0,391,561,0.696969696969697,0.9998668257198479,NA,NA,NA,NA,NA,NA,NA,1490.2228874985249,4
476,11,79,169,1.280148423005566,0,10,1551.27,0,18.99,-241.29,-0.44766233766233765,-6.27,0,425,539,0.7884972170686456,0.9768166816002076,NA,NA,NA,NA,NA,NA,NA,462.90170623738646,4
477,12,102,173,242.5239520958084,0,7533,812.28,0,27.84,-163.66,-0.49,-5.24,0,176,334,0.5269461077844312,0.997550115571495,NA,NA,NA,NA,NA,NA,NA,646.0433228975899,1
478,8,26,33,392.64285714285717,1,11199,286.02,0.6,30.01,-29.23,-0.5219642857142857,-3.75,0,44,56,0.7857142857142857,0.9959222639082556,NA,NA,NA,NA,NA,NA,NA,201.1799912338364,1
479,14,138,264,1.2851805728518058,0,10,1773.3,0,38.99,-415.42,-0.5173349937733499,-12.12,0,629,803,0.7833125778331258,0.9989788272011868,NA,NA,NA,NA,NA,NA,NA,1593.2194675973462,4
480,18,162,353,231.39755884917176,0,16941,3646.39,0,99.99,-772.77,-0.6737314734088927,-30,0,758,1147,0.6608544027898866,0.9632510574013426,NA,NA,NA,NA,NA,NA,NA,772.3471115547908,3
481,13,127,270,1.2832298136645963,0,6,2055.92,0,22.19,-433.12,-0.5380372670807454,-11.53,0,574,805,0.7130434782608696,0.9955007776027229,NA,NA,NA,NA,NA,NA,NA,1404.0504144214929,4
482,12,119,236,5.430453879941435,0,2798,1848.52,0,28.99,-418.3,-0.6124450951683749,-10.9,0,502,683,0.7349926793557833,0.9999340440740699,NA,NA,NA,NA,NA,NA,NA,1818.4038042396219,4
483,11,134,255,1.5983510011778563,1,20,2718.9900000000002,0,38.49,-824.73,-0.9714134275618375,-38.5,0,524,849,0.6171967020023557,0.9999332788267987,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2674.4887326981934,4
484,13,142,289,12.837011884550085,0,8137,2964.51,0,36.34,-519.11,-0.4406706281833616,-5,0,767,1178,0.6511035653650254,0.9995183511799441,25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2800.5576478137937,1
485,17,138,301,453.11059602649004,0,18875,5431.01,0,60,-1510.59,-1.0003907284768212,-22.74,0,1033,1510,0.6841059602649007,0.9999271133261787,35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,5338.851689752422,3
486,12,90,189,111.24460431654676,0,12371,922.39,0,23,-128.97,-0.30928057553956834,-4.99,0,248,417,0.5947242206235012,0.9984864119292769,NA,NA,NA,NA,NA,NA,NA,793.277434605102,1
487,6,26,33,1.025,0,3,133.68,0,9.99,-22.04,-0.551,-4.5,0,25,40,0.625,0.9961682216160533,NA,NA,NA,NA,NA,NA,NA,95.69948859095041,4
488,8,62,101,1.1853932584269662,0,5,406.96,0,18.99,-48.269999999999996,-0.27117977528089887,-4.08,0,146,178,0.8202247191011236,0.9931401681021779,NA,NA,NA,NA,NA,NA,NA,239.0119892775946,4
489,22,161,366,309.2990110529378,0,16606,5866.56,0,47.88,-780,-0.4537521815008726,-13.28,0,1080,1719,0.6282722513089005,1.0000000000001137,55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,5809.04470594839,3
490,15,131,259,13.624806201550388,0,15007,3886.87,0,33,-1576.35,-1.2219767441860465,-26.9,0,1173,1290,0.9093023255813953,0.9962139439398128,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2791.779907588941,3
491,16,155,359,279.6362038664323,0,12820,4835.71,0,53.99,-538.92,-0.4735676625659051,-16.99,0,755,1138,0.663444639718805,0.9998517281120649,45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,4718.341340582335,1
492,15,159,377,230.41272902603663,0,19371,7148.28,0,53,-1534.87,-0.7400530376084861,-23.82,0,1450,2074,0.6991321118611379,0.01995147113385364,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,71.49345327178781,3
493,14,149,322,124.91949396204716,0,14598,4925.56,0,40.42,-782.61,-0.45003450258769406,-11.15,0,1370,1739,0.7878090856814262,0.9997191572672366,55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,4744.037354579255,3
494,2,4,4,1.25,1,2,8.17,0.4,3.79,-0.25,-0.0625,-0.25,0,3,4,0.75,0.6004442394491374,NA,NA,NA,NA,NA,NA,NA,0.19752870646729995,4
495,15,141,310,1.4920454545454545,0,10,3050.52,0,33.52,-1072.94,-1.21925,-42.05,0,596,880,0.6772727272727272,0.988650668785116,NA,NA,NA,NA,NA,NA,NA,1414.8513181858373,4
496,8,54,81,1.7073170731707317,1,10,648.4,0,39.99,-106.12,-0.8627642276422764,-24,0,74,123,0.6016260162601627,0.9927859969147405,NA,NA,NA,NA,NA,NA,NA,372.9772407236798,4
497,10,78,144,1.2707692307692309,0,6,766.4,0,12.99,-168.59,-0.5187384615384616,-4.98,0,218,325,0.6707692307692308,0.9992597820184482,NA,NA,NA,NA,NA,NA,NA,706.5836799712305,4
498,12,103,177,9.50395778364116,0,3185,904.1800000000001,0,15.99,-143.53,-0.37870712401055406,-6.21,0,292,379,0.7704485488126649,0.9999344728650988,NA,NA,NA,NA,NA,NA,NA,889.4869371437742,4
499,13,81,133,1.2633451957295374,0,10,753.36,0,15.84,-119.88,-0.4266192170818505,-6.99,0,225,281,0.800711743772242,0.00284250195981833,NA,NA,NA,NA,NA,NA,NA,7.406727538628694,4
500,7,19,23,1.6571428571428573,1,6,84.82000000000001,0.59,9.49,-6.78,-0.1937142857142857,-1,0,28,35,0.8,0.9498435538156129,NA,NA,NA,NA,NA,NA,NA,13.96166773467866,4
501,11,65,99,1.251700680272109,0,4,478.13,0,35.99,-118.8,-0.8081632653061225,-14.96,0,109,147,0.7414965986394558,0.9986869386337881,NA,NA,NA,NA,NA,NA,NA,418.4918968038098,4
502,10,122,265,1.4394110985277464,0,20,2298.84,0,24.82,-469.48,-0.531687429218573,-14.16,0,583,883,0.6602491506228766,0.9991775788031252,NA,NA,NA,NA,NA,NA,NA,2103.320792576898,4
503,19,189,472,4.669908157752566,0,4352,4723.8,0,35.82,-794.41,-0.4291788222582388,-13,0,1392,1851,0.7520259319286872,0.999928369145691,NA,NA,NA,NA,NA,NA,NA,4644.221281494788,4
504,9,77,130,1.5042372881355932,1,5,516.34,0.44,17.85,-158.15,-0.6701271186440678,-15.08,0,113,236,0.4788135593220339,0.9899146297162373,NA,NA,NA,NA,NA,NA,NA,254.55236120320868,4
505,4,24,33,1.3962264150943395,1,4,188.54,0,14.68,-49.19,-0.9281132075471699,-5.99,0,31,53,0.5849056603773585,0.9994962703360685,NA,NA,NA,NA,NA,NA,NA,177.73836018316987,4
506,16,111,191,148.95572916666666,0,14589,1254.17,0,35,-164.9,-0.42942708333333335,-6.33,0,305,384,0.7942708333333334,0.9999356612630096,NA,NA,NA,NA,NA,NA,NA,1233.9352322491854,1
507,12,99,190,64.06463195691202,0,13938,1455.43,0,34.3,-340.53000000000003,-0.6113644524236984,-9.34,0,463,557,0.8312387791741472,0.9966003956256309,NA,NA,NA,NA,NA,NA,NA,1075.5250962394339,1
508,8,93,162,1.2941176470588236,0,5,1190.51,0,64.99,-250.89,-0.6416624040920716,-19.72,0,249,391,0.6368286445012787,0.9970432122547935,NA,NA,NA,NA,NA,NA,NA,909.8229873908825,4
509,10,34,43,1.2794117647058822,1,5,277.14,0.5,15.98,-19.41,-0.28544117647058825,-2.59,0,58,68,0.8529411764705882,0.9051879091892391,NA,NA,NA,NA,NA,NA,NA,26.1823744811983,4
510,19,191,559,122.34660194174756,0,17161,7903.36,0,59.9,-1241.64,-0.4018252427184466,-11.58,0,2399,3090,0.7763754045307444,0.9993633518291756,35-44,A,250K+,Homeowner,2 Adults Kids,3,1,7357.464450029653,3
511,16,118,233,176.93735224586288,0,14360,5425.53,0,35.84,-1187.07,-0.7015780141843971,-18.46,0,918,1692,0.5425531914893617,0.9999999999999906,NA,NA,NA,NA,NA,NA,NA,5372.33852940669,3
512,12,93,190,46.1511839708561,0,9163,1114.44,0,20,-290.37,-0.5289071038251366,-9.7,0,292,549,0.5318761384335154,0.9996490691118676,NA,NA,NA,NA,NA,NA,NA,1066.1013290237124,1
513,18,157,387,5.583756345177665,0,8152,12130.01,0,52.38,-2733.17,-1.261269035532995,-40.35,0,1856,2167,0.8564836179049377,0.9992123933919459,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,11134.15493327849,1
514,15,100,168,28.082730093071355,0,17091,2339.27,0,41,-247.12,-0.2555532574974147,-5.01,0,661,967,0.6835573940020683,0.9984674460254103,NA,NA,NA,NA,NA,NA,NA,2008.5195226450762,3
515,12,119,237,1.4491525423728813,0,18,1826.73,0,22.85,-386.32,-0.5456497175141243,-10.02,0,403,708,0.5692090395480226,0.9999346291691258,NA,NA,NA,NA,NA,NA,NA,1797.0732651047665,4
516,8,44,59,1.1685393258426966,1,4,295.23,0.62,19.99,-33.28,-0.3739325842696629,-4.46,0,69,89,0.7752808988764045,0.9996599026663723,NA,NA,NA,NA,NA,NA,NA,282.72034469595354,4
517,16,158,401,85.7592879256966,0,15468,3742.89,0,32.78,-559.46,-0.4330185758513932,-8.99,0,918,1292,0.7105263157894737,0.9992328350492938,NA,NA,NA,NA,NA,NA,NA,3442.1270752027676,3
518,17,169,408,12.859854829704076,0,20759,4926.37,0,43.78,-1267.13,-0.70749860413177,-24.64,0,1379,1791,0.7699609156895589,0.9994212637256388,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4611.205089519551,3
519,13,105,167,1.0909090909090908,0,4,819.13,0,18.16,-234.91,-0.7363949843260188,-10.95,0,254,319,0.7962382445141066,0.98625298306278,NA,NA,NA,NA,NA,NA,NA,341.5584011540451,4
520,13,119,260,5.172340425531915,1,3651,2071.15,0.2,12.52,-607.47,-0.6462446808510638,-13.45,0,565,940,0.601063829787234,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,2050.8446078460497,4
521,16,98,175,1.3037542662116042,1,8,858.8,0.3,19.99,-105.84,-0.3612286689419795,-8.43,0,221,293,0.7542662116040956,0.9979037709207045,NA,NA,NA,NA,NA,NA,NA,703.0128038930858,4
522,4,5,6,0.875,0,1,29.34,0,7.99,-0.29,-0.03625,-0.29,0,8,8,1,0.9691372408943257,NA,NA,NA,NA,NA,NA,NA,7.109738445718956,4
523,15,156,345,232.00157811678065,0,14142,5731.87,0,41,-646.08,-0.339863229879011,-18.41,0,1434,1901,0.7543398211467649,0.9999234032695495,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,5632.53184373957,3
524,14,113,220,9.771208226221079,0,6669,1984.58,0,28.99,-679.72,-0.8736760925449871,-17.82,0,585,778,0.7519280205655527,0.9965001690079844,NA,NA,NA,NA,NA,NA,NA,1455.6651372121612,1
525,13,92,157,1.233974358974359,0,8,902.77,0,27.98,-184.42,-0.5910897435897436,-16.72,0,262,312,0.8397435897435898,0.9956073759436063,NA,NA,NA,NA,NA,NA,NA,621.0954376511888,4
526,15,168,391,213.9424715909091,0,16373,4574.92,0,40.01,-614.23,-0.4362428977272727,-9.92,0,1088,1408,0.7727272727272727,0.999553207113362,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,4336.3239726246175,3
527,9,107,203,1.158456486042693,0,10,3581.52,0,28.99,-733.85,-0.6025041050903119,-28.99,0,969,1218,0.7955665024630542,0.9997304295565416,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,3453.3158697816184,4
528,8,64,91,1.2571428571428571,1,5,373.83,0.49,17.94,-40,-0.2857142857142857,-2.63,0,109,140,0.7785714285714286,0.9996030888952517,NA,NA,NA,NA,NA,NA,NA,356.03362986430216,4
529,13,114,231,1.3653032440056418,0,12,1831.14,0,69,-390.74,-0.551114245416079,-13.8,0,481,709,0.6784203102961918,0.9979309591169703,NA,NA,NA,NA,NA,NA,NA,1502.3460974503323,4
530,16,129,247,14.304347826086957,0,5748,1476.22,0,39.98,-170.55,-0.3902745995423341,-6.12,0,335,437,0.7665903890160183,0.9969430703419042,NA,NA,NA,NA,NA,NA,NA,1119.5183654800664,1
531,11,86,131,1.239010989010989,0,5,1060.64,0,19.99,-325.67,-0.89469780219780215,-13.45,0,282,364,0.7747252747252747,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,1050.2415686289428,4
532,9,54,73,1.3478260869565217,1,5,401.88,0.39,29.98,-38.7,-0.33652173913043476,-3.29,0,75,115,0.6521739130434783,0.9855870968543174,NA,NA,NA,NA,NA,NA,NA,163.00396459418056,4
533,11,128,278,1.3518334985133795,0,6,2792.87,0,25.98,-520.7,-0.5160555004955402,-15.95,0,470,1009,0.4658077304261645,0.9968887338730709,NA,NA,NA,NA,NA,NA,NA,2109.246273240238,4
534,12,108,214,26.41002044989775,0,1906,1315.44,0,9.98,-179.11,-0.18313905930470348,-5.79,0,441,978,0.450920245398773,0.9997637596390065,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1272.4823601986502,4
535,9,104,192,1.403183023872679,0,12,1308.76,0,25.75,-542.71,-1.439549071618037,-19.39,0,223,377,0.5915119363395226,0.9451802290675314,NA,NA,NA,NA,NA,NA,NA,199.9280467926962,4
536,16,113,235,6.309557774607703,0,3518,1557.13,0,17.24,-452.5,-0.645506419400856,-16.76,0,494,701,0.7047075606276747,0.9998618264501778,NA,NA,NA,NA,NA,NA,NA,1520.84989671033,4
537,13,94,170,1.263959390862944,0,6,1411.25,0,24.99,-198.05,-0.5026649746192894,-9.89,0,295,394,0.748730964467005,0.9881153621632328,NA,NA,NA,NA,NA,NA,NA,638.5365963600982,4
538,13,163,357,21.20632530120482,0,13677,4382.21,0,35,-555.71,-0.4184563253012048,-8.9,0,1157,1328,0.8712349397590361,0.999364717311334,NA,NA,NA,NA,NA,NA,NA,4080.0487245036556,3
539,12,86,139,366.0930930930931,0,11064,1269.09,0,35.6,-324.56,-0.9746546546546546,-14.43,0,188,333,0.5645645645645646,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,1256.6479411782552,1
540,15,142,276,84.65077720207253,0,11074,3280.73,0,24.99,-450.62,-0.46696373056994817,-16.49,0,895,965,0.927461139896373,0.9996514750475055,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,3139.1584745699383,1
541,16,112,217,48.508661417322834,0,14006,1784.19,0,30,-388.38,-0.6116220472440945,-8.76,0,450,635,0.7086614173228346,0.9973937663574994,NA,NA,NA,NA,NA,NA,NA,1401.4478798966857,1
542,12,133,285,106.72433035714286,0,14572,2313.52,0,30,-546.74,-0.6102008928571429,-11.64,0.59,553,896,0.6171875,0.9905438276921728,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,1177.4353121096383,1
543,12,80,140,1.52326468344775,0,14,3697.55,0,24.99,-477.05,-0.3638825324180015,-4.89,0,1221,1311,0.931350114416476,1,35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,3661.2995098039182,4
544,15,122,263,22.78395061728395,0,14005,1594.85,0,50,-305.96,-0.4721604938271605,-6.96,1.110223e-16,504,648,0.7777777777777778,0.9845081709992556,NA,NA,NA,NA,NA,NA,NA,619.4981990661232,1
545,16,151,293,12.594224924012158,0,7627,2660.28,0,21.5,-481.08,-0.36556231003039513,-6.39,0,891,1316,0.6770516717325228,0.999780540378782,NA,NA,NA,NA,NA,NA,NA,2577.6302477483055,1
546,12,98,171,278.7242178447277,0,15401,3339,0,38.49,-847.85,-0.9824449594438007,-22.62,0,385,863,0.4461181923522596,0.0030693008130127483,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,32.83507701723551,3
547,15,118,249,9.57857142857143,0,5817,1676.76,0,45.98,-370.33,-0.5290428571428571,-9.5,0,458,700,0.6542857142857142,0.9995140004418827,NA,NA,NA,NA,NA,NA,NA,1583.369489258953,1
548,18,166,387,33.90995260663507,0,11373,4255.83,0,35.34,-891.62,-0.6036696005416384,-20.21,0,1044,1477,0.7068381855111713,0.9806586860852142,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1436.2363555733612,1
549,10,91,175,1.6426116838487972,0,8,2299.35,0,59.2,-369.95,-0.6356529209621993,-14,0,242,582,0.41580756013745707,0.9999311297883205,NA,NA,NA,NA,NA,NA,NA,2261.234185241734,4
550,9,82,122,1.3006134969325154,1,7,854.91,0.26,16.99,-194.58,-0.5968711656441718,-4.5,0,204,326,0.6257668711656442,0.9999999999999858,NA,NA,NA,NA,NA,NA,NA,846.528529410561,4
551,10,88,146,1.195945945945946,0,6,853.65,0,43.25,-239.76,-0.81,-18.66,0,204,296,0.6891891891891891,0.998830630793788,NA,NA,NA,NA,NA,NA,NA,756.7847984493378,4
552,10,94,223,1.585662211421628,0,10,2289.47,0,17.8,-682.36,-0.8291130012150668,-13.68,0,427,823,0.5188335358444714,0.9994534780369393,NA,NA,NA,NA,NA,NA,NA,2149.5467639725643,4
553,16,200,529,31.99112426035503,0,23140,7259.09,0,57.83,-1137.9,-0.42082100591715976,-18.21,0,1943,2704,0.7185650887573964,1.0000000000001634,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,7187.922451097855,2
554,12,121,205,1.2113821138211383,1,5,1524.33,0.33,29.99,-175.79,-0.3572967479674797,-13.45,0,403,492,0.8191056910569106,0.9986765655612629,NA,NA,NA,NA,NA,NA,NA,1332.9750760703303,4
